hour,time,WindDayAheadForecastMW,WindIntradayForecastMW,PVDayAheadForecastMW,PVIntradayForecastMW,DayAheadPriceHourlyEURMWh,IntradayPricePriceQuarterHourlyEURMWh,IntradayPriceHourlyEURMWh,ImbalancePriceQuarterHourlyEURMWh
19,1/3/21 19:30,"25 490,00","21 559,00","0,00","0,00","45,84","76,21","60,97","34,32"
19,1/3/21 19:45,"25 459,00","21 160,00","0,00","0,00","45,84","66,79","60,97","18,63"
20,1/3/21 20:00,"25 430,00","20 927,00","0,00","0,00","35,83","74,51","62,99","117,76"
20,1/3/21 20:15,"25 388,00","20 927,00","0,00","0,00","35,83","65,83","62,99","77,03"
20,1/3/21 20:30,"25 334,00","20 600,00","0,00","0,00","35,83","59,51","62,99","81,14"
20,1/3/21 20:45,"25 279,00","20 483,00","0,00","0,00","35,83","58,17","62,99","79,79"
21,1/3/21 21:00,"25 215,00","20 376,00","0,00","0,00","33,31","50,08","52,35","129,73"
21,1/3/21 21:15,"25 148,00","20 344,00","0,00","0,00","33,31","56,80","52,35","119,87"
21,1/3/21 21:30,"25 040,00","20 092,00","0,00","0,00","33,31","57,33","52,35","98,57"
21,1/3/21 21:45,"24 939,00","19 618,00","0,00","0,00","33,31","60,54","52,35","94,50"
22,1/3/21 22:00,"24 284,00","18 923,00","0,00","0,00","34,98","72,86","52,70","168,05"
22,1/3/21 22:15,"24 182,00","18 786,00","0,00","0,00","34,98","73,95","52,70","163,13"
22,1/3/21 22:30,"24 081,00","18 509,00","0,00","0,00","34,98","58,74","52,70","19,36"
22,1/3/21 22:45,"23 934,00","18 378,00","0,00","0,00","34,98","53,43","52,70","18,84"
23,1/3/21 23:00,"23 794,00","18 200,00","0,00","0,00","27,39","37,81","49,77","43,75"
23,1/3/21 23:15,"23 629,00","18 319,00","0,00","0,00","27,39","64,23","49,77","24,37"
23,1/3/21 23:30,"23 443,00","18 174,00","0,00","0,00","27,39","46,30","49,77","67,94"
23,1/3/21 23:45,"23 327,00","18 087,00","0,00","0,00","27,39","29,76","49,77","40,48"
0,1/4/21 0:00,"23 263,00","17 968,00","0,00","0,00","29,33","68,49","52,41","102,36"
0,1/4/21 0:15,"23 133,00","17 942,00","0,00","0,00","29,33","69,08","52,41","110,17"
0,1/4/21 0:30,"23 002,00","17 735,00","0,00","0,00","29,33","74,67","52,41","115,07"
0,1/4/21 0:45,"22 860,00","17 482,00","0,00","0,00","29,33","73,85","52,41","140,81"
1,1/4/21 1:00,"22 729,00","17 274,00","0,00","0,00","24,82","60,56","47,59","-67,86"
1,1/4/21 1:15,"22 621,00","17 375,00","0,00","0,00","24,82","50,11","47,59","-16,40"
1,1/4/21 1:30,"22 529,00","17 821,00","0,00","0,00","24,82","97,11","47,59","-28,51"
1,1/4/21 1:45,"22 451,00","17 172,00","0,00","0,00","24,82","58,79","47,59","-56,42"
2,1/4/21 2:00,"22 386,00","17 071,00","0,00","0,00","24,65","51,17","44,49","110,28"
2,1/4/21 2:15,"22 314,00","17 080,00","0,00","0,00","24,65","42,08","44,49","49,56"
2,1/4/21 2:30,"22 262,00","17 027,00","0,00","0,00","24,65","42,97","44,49","53,21"
2,1/4/21 2:45,"22 218,00","17 081,00","0,00","0,00","24,65","44,98","44,49","61,02"
3,1/4/21 3:00,"22 173,00","16 974,00","0,00","0,00","24,80","52,47","44,95","69,27"
3,1/4/21 3:15,"22 129,00","16 996,00","0,00","0,00","24,80","56,85","44,95","81,17"
3,1/4/21 3:30,"22 084,00","16 862,00","0,00","0,00","24,80","55,47","44,95","73,63"
3,1/4/21 3:45,"22 032,00","16 830,00","0,00","0,00","24,80","54,02","44,95","68,72"
4,1/4/21 4:00,"21 980,00","16 786,00","0,00","0,00","27,71","25,76","47,77","-52,60"
4,1/4/21 4:15,"21 921,00","16 839,00","0,00","0,00","27,71","52,09","47,77","-46,33"
4,1/4/21 4:30,"21 861,00","17 244,00","0,00","0,00","27,71","55,73","47,77","63,29"
4,1/4/21 4:45,"21 803,00","16 649,00","0,00","0,00","27,71","52,57","47,77","67,65"
5,1/4/21 5:00,"21 745,00","16 576,00","0,00","0,00","28,58","43,64","51,98","-8,15"
5,1/4/21 5:15,"21 680,00","16 493,00","0,00","0,00","28,58","46,28","51,98","15,09"
5,1/4/21 5:30,"21 606,00","16 364,00","0,00","0,00","28,58","52,60","51,98","16,36"
5,1/4/21 5:45,"21 532,00","16 283,00","0,00","0,00","28,58","62,45","51,98","25,85"
6,1/4/21 6:00,"21 861,00","16 444,00","0,00","0,00","37,04","47,96","55,88","73,16"
6,1/4/21 6:15,"21 762,00","16 420,00","0,00","0,00","37,04","54,53","55,88","76,34"
6,1/4/21 6:30,"21 634,00","16 353,00","0,00","0,00","37,04","57,25","55,88","-1,43"
6,1/4/21 6:45,"21 456,00","16 345,00","0,00","0,00","37,04","61,12","55,88","21,78"
7,1/4/21 7:00,"21 280,00","15 781,00","0,00","0,00","52,03","53,96","62,16","44,69"
7,1/4/21 7:15,"21 150,00","15 859,00","0,00","0,00","52,03","54,93","62,16","38,97"
7,1/4/21 7:30,"21 044,00","16 211,00","0,00","0,00","52,03","66,01","62,16","43,09"
7,1/4/21 7:45,"20 952,00","15 750,00","0,00","0,00","52,03","65,82","62,16","36,92"
8,1/4/21 8:00,"20 859,00","15 779,00","4,00","0,00","55,76","65,80","76,08","-4,98"
8,1/4/21 8:15,"20 765,00","16 188,00","35,00","10,00","55,76","89,51","76,08","43,27"
8,1/4/21 8:30,"20 673,00","16 220,00","119,00","48,00","55,76","82,21","76,08","44,78"
8,1/4/21 8:45,"20 589,00","16 422,00","269,00","112,00","55,76","79,25","76,08","108,77"
9,1/4/21 9:00,"20 504,00","16 380,00","468,00","215,00","57,06","58,72","70,23","97,81"
9,1/4/21 9:15,"20 350,00","16 428,00","699,00","342,00","57,06","70,15","70,23","206,32"
9,1/4/21 9:30,"20 178,00","16 368,00","939,00","484,00","57,06","72,40","70,23","472,58"
9,1/4/21 9:45,"20 035,00","16 566,00","1 180,00","525,00","57,06","83,92","70,23","188,87"
10,1/4/21 10:00,"19 882,00","16 541,00","1 411,00","620,00","57,18","94,07","72,77","259,96"
10,1/4/21 10:15,"19 710,00","15 870,00","1 634,00","762,00","57,18","94,59","72,77","141,26"
10,1/4/21 10:30,"19 577,00","15 769,00","1 837,00","858,00","57,18","84,23","72,77","176,15"
10,1/4/21 10:45,"19 467,00","15 760,00","2 018,00","970,00","57,18","78,50","72,77","171,19"
11,1/4/21 11:00,"19 324,00","15 915,00","2 179,00","1 041,00","60,00","54,23","64,01","538,08"
11,1/4/21 11:15,"19 255,00","16 033,00","2 316,00","1 152,00","60,00","58,88","64,01","576,55"
11,1/4/21 11:30,"19 200,00","16 287,00","2 410,00","1 209,00","60,00","67,09","64,01","433,17"
11,1/4/21 11:45,"19 145,00","16 330,00","2 460,00","1 264,00","60,00","75,20","64,01","372,02"
12,1/4/21 12:00,"19 101,00","16 373,00","2 483,00","1 338,00","61,27","97,20","75,37","301,74"
12,1/4/21 12:15,"19 087,00","16 569,00","2 478,00","1 327,00","61,27","95,20","75,37","208,17"
12,1/4/21 12:30,"19 088,00","16 598,00","2 437,00","1 284,00","61,27","86,56","75,37","293,64"
12,1/4/21 12:45,"19 130,00","16 491,00","2 362,00","1 282,00","61,27","81,54","75,37","147,27"
13,1/4/21 13:00,"19 172,00","16 398,00","2 266,00","1 204,00","60,28","92,14","71,52","367,82"
13,1/4/21 13:15,"19 176,00","16 266,00","2 152,00","1 104,00","60,28","83,43","71,52","163,71"
13,1/4/21 13:30,"19 156,00","16 425,00","2 019,00","1 045,00","60,28","81,95","71,52","128,02"
13,1/4/21 13:45,"19 126,00","16 501,00","1 865,00","914,00","60,28","75,00","71,52","97,52"
14,1/4/21 14:00,"19 088,00","16 284,00","1 699,00","830,00","60,07","89,05","75,21","177,10"
14,1/4/21 14:15,"19 042,00","16 149,00","1 517,00","737,00","60,07","77,15","75,21","287,58"
14,1/4/21 14:30,"18 979,00","16 140,00","1 322,00","661,00","60,07","75,16","75,21","95,47"
14,1/4/21 14:45,"18 960,00","16 497,00","1 114,00","530,00","60,07","71,97","75,21","93,78"
15,1/4/21 15:00,"18 893,00","16 633,00","887,00","419,00","59,46","71,85","71,19","87,27"
15,1/4/21 15:15,"18 952,00","16 617,00","659,00","296,00","59,46","64,32","71,19","60,38"
15,1/4/21 15:30,"19 008,00","16 845,00","443,00","195,00","59,46","61,02","71,19","66,04"
15,1/4/21 15:45,"19 066,00","16 879,00","264,00","113,00","59,46","60,93","71,19","88,99"
16,1/4/21 16:00,"19 123,00","16 787,00","130,00","52,00","61,99","67,01","70,50","95,51"
16,1/4/21 16:15,"19 159,00","17 040,00","42,00","14,00","61,99","70,47","70,50","110,11"
16,1/4/21 16:30,"19 196,00","16 930,00","5,00","2,00","61,99","76,39","70,50","186,85"
16,1/4/21 16:45,"19 226,00","17 097,00","0,00","0,00","61,99","80,73","70,50","133,03"
17,1/4/21 17:00,"19 255,00","16 951,00","0,00","0,00","66,82","63,54","73,10","103,66"
17,1/4/21 17:15,"19 243,00","16 964,00","0,00","0,00","66,82","75,03","73,10","103,37"
17,1/4/21 17:30,"19 239,00","16 998,00","0,00","0,00","66,82","76,81","73,10","124,71"
17,1/4/21 17:45,"19 225,00","17 048,00","0,00","0,00","66,82","78,42","73,10","36,23"
18,1/4/21 18:00,"19 214,00","16 803,00","0,00","0,00","61,97","86,82","75,59","108,04"
18,1/4/21 18:15,"19 176,00","16 722,00","0,00","0,00","61,97","77,29","75,59","111,45"
18,1/4/21 18:30,"19 154,00","16 609,00","0,00","0,00","61,97","77,59","75,59","90,94"
18,1/4/21 18:45,"19 171,00","16 698,00","0,00","0,00","61,97","69,24","75,59","33,48"
19,1/4/21 19:00,"19 176,00","16 697,00","0,00","0,00","55,06","71,79","70,82","149,62"
19,1/4/21 19:15,"19 091,00","16 950,00","0,00","0,00","55,06","73,19","70,82","99,60"
19,1/4/21 19:30,"18 978,00","16 864,00","0,00","0,00","55,06","65,60","70,82","84,46"
19,1/4/21 19:45,"18 848,00","16 667,00","0,00","0,00","55,06","59,69","70,82","74,34"
20,1/4/21 20:00,"18 716,00","16 732,00","0,00","0,00","47,34","80,43","62,78","106,87"
20,1/4/21 20:15,"18 562,00","16 606,00","0,00","0,00","47,34","76,54","62,78","99,77"
20,1/4/21 20:30,"18 397,00","16 288,00","0,00","0,00","47,34","56,52","62,78","80,47"
20,1/4/21 20:45,"18 236,00","16 239,00","0,00","0,00","47,34","47,51","62,78","62,76"
21,1/4/21 21:00,"18 074,00","16 257,00","0,00","0,00","45,64","68,81","54,84","-49,90"
21,1/4/21 21:15,"17 942,00","16 165,00","0,00","0,00","45,64","58,99","54,84","90,96"
21,1/4/21 21:30,"17 808,00","16 117,00","0,00","0,00","45,64","49,65","54,84","114,71"
21,1/4/21 21:45,"17 673,00","15 960,00","0,00","0,00","45,64","44,81","54,84","10,40"
22,1/4/21 22:00,"17 293,00","15 605,00","0,00","0,00","48,93","68,14","56,70","742,75"
22,1/4/21 22:15,"17 179,00","15 596,00","0,00","0,00","48,93","68,21","56,70","603,38"
22,1/4/21 22:30,"17 064,00","15 487,00","0,00","0,00","48,93","58,59","56,70","118,08"
22,1/4/21 22:45,"16 950,00","15 407,00","0,00","0,00","48,93","51,46","56,70","99,21"
23,1/4/21 23:00,"16 835,00","15 375,00","0,00","0,00","44,64","59,90","53,26","37,22"
23,1/4/21 23:15,"16 805,00","15 500,00","0,00","0,00","44,64","60,60","53,26","41,48"
23,1/4/21 23:30,"16 762,00","15 382,00","0,00","0,00","44,64","47,09","53,26","114,71"
23,1/4/21 23:45,"16 719,00","15 499,00","0,00","0,00","44,64","42,12","53,26","63,50"
0,1/5/21 0:00,"17 963,00","15 387,00","0,00","0,00","37,54","45,04","49,58","142,15"
0,1/5/21 0:15,"17 973,00","15 405,00","0,00","0,00","37,54","51,05","49,58","136,22"
0,1/5/21 0:30,"17 969,00","15 363,00","0,00","0,00","37,54","60,89","49,58","100,28"
0,1/5/21 0:45,"17 928,00","15 423,00","0,00","0,00","37,54","53,19","49,58","74,95"
1,1/5/21 1:00,"17 893,00","15 294,00","0,00","0,00","40,07","46,91","46,64","160,93"
1,1/5/21 1:15,"17 918,00","15 299,00","0,00","0,00","40,07","50,06","46,64","127,03"
1,1/5/21 1:30,"17 968,00","15 448,00","0,00","0,00","40,07","49,57","46,64","142,88"
1,1/5/21 1:45,"18 027,00","15 250,00","0,00","0,00","40,07","43,97","46,64","93,53"
2,1/5/21 2:00,"18 091,00","15 161,00","0,00","0,00","39,81","50,67","48,16","119,64"
2,1/5/21 2:15,"18 135,00","15 084,00","0,00","0,00","39,81","54,42","48,16","116,89"
2,1/5/21 2:30,"18 182,00","14 807,00","0,00","0,00","39,81","64,03","48,16","84,84"
2,1/5/21 2:45,"18 218,00","14 869,00","0,00","0,00","39,81","55,60","48,16","82,62"
3,1/5/21 3:00,"18 254,00","14 886,00","0,00","0,00","39,65","51,60","45,73","7,13"
3,1/5/21 3:15,"18 240,00","14 944,00","0,00","0,00","39,65","45,68","45,73","1,52"
3,1/5/21 3:30,"18 226,00","14 848,00","0,00","0,00","39,65","47,26","45,73","6,05"
3,1/5/21 3:45,"18 211,00","14 913,00","0,00","0,00","39,65","48,78","45,73","82,71"
4,1/5/21 4:00,"18 195,00","14 926,00","0,00","0,00","40,20","40,78","46,14","78,02"
4,1/5/21 4:15,"18 174,00","14 922,00","0,00","0,00","40,20","47,66","46,14","56,32"
4,1/5/21 4:30,"18 153,00","15 113,00","0,00","0,00","40,20","49,05","46,14","87,14"
4,1/5/21 4:45,"18 114,00","14 825,00","0,00","0,00","40,20","49,32","46,14","23,80"
5,1/5/21 5:00,"18 087,00","14 781,00","0,00","0,00","44,26","52,06","49,48","70,02"
5,1/5/21 5:15,"18 086,00","14 864,00","0,00","0,00","44,26","53,75","49,48","78,82"
5,1/5/21 5:30,"18 087,00","14 774,00","0,00","0,00","44,26","58,16","49,48","75,56"
5,1/5/21 5:45,"18 072,00","14 814,00","0,00","0,00","44,26","56,86","49,48","-10,01"
6,1/5/21 6:00,"18 283,00","14 909,00","0,00","0,00","47,06","49,73","54,54","73,75"
6,1/5/21 6:15,"18 247,00","14 989,00","0,00","0,00","47,06","50,50","54,54","-26,32"
6,1/5/21 6:30,"18 187,00","14 990,00","0,00","0,00","47,06","60,20","54,54","13,27"
6,1/5/21 6:45,"18 072,00","14 958,00","0,00","0,00","47,06","64,33","54,54","-38,97"
7,1/5/21 7:00,"17 950,00","15 081,00","0,00","0,00","54,96","48,26","66,78","-12,93"
7,1/5/21 7:15,"17 870,00","15 170,00","0,00","0,00","54,96","63,64","66,78","-29,93"
7,1/5/21 7:30,"17 812,00","14 986,00","0,00","0,00","54,96","68,17","66,78","-39,51"
7,1/5/21 7:45,"17 771,00","15 004,00","0,00","0,00","54,96","71,43","66,78","90,46"
8,1/5/21 8:00,"17 731,00","14 701,00","1,00","2,00","63,67","70,72","71,47","85,14"
8,1/5/21 8:15,"17 690,00","14 678,00","11,00","19,00","63,67","70,14","71,47","88,43"
8,1/5/21 8:30,"17 654,00","14 541,00","49,00","62,00","63,67","73,68","71,47","94,37"
8,1/5/21 8:45,"17 621,00","14 475,00","117,00","126,00","63,67","74,37","71,47","130,92"
9,1/5/21 9:00,"17 589,00","14 377,00","217,00","206,00","64,73","66,86","70,84","8,72"
9,1/5/21 9:15,"17 527,00","14 458,00","343,00","337,00","64,73","66,03","70,84","72,01"
9,1/5/21 9:30,"17 461,00","14 491,00","495,00","426,00","64,73","67,67","70,84","77,57"
9,1/5/21 9:45,"17 398,00","14 638,00","666,00","588,00","64,73","66,24","70,84","28,91"
10,1/5/21 10:00,"17 334,00","14 761,00","835,00","758,00","66,07","78,09","71,92","111,78"
10,1/5/21 10:15,"17 295,00","14 711,00","1 010,00","928,00","66,07","74,31","71,92","92,80"
10,1/5/21 10:30,"17 255,00","15 004,00","1 165,00","1 029,00","66,07","65,32","71,92","96,23"
10,1/5/21 10:45,"17 211,00","15 315,00","1 303,00","1 198,00","66,07","76,72","71,92","125,96"
11,1/5/21 11:00,"17 167,00","15 232,00","1 429,00","1 195,00","65,97","65,41","70,33","107,53"
11,1/5/21 11:15,"17 184,00","15 253,00","1 539,00","1 227,00","65,97","68,35","70,33","150,41"
11,1/5/21 11:30,"17 218,00","15 203,00","1 641,00","1 332,00","65,97","68,09","70,33","179,14"
11,1/5/21 11:45,"17 252,00","15 136,00","1 719,00","1 326,00","65,97","70,61","70,33","121,01"
12,1/5/21 12:00,"17 294,00","15 107,00","1 771,00","1 368,00","65,46","79,17","71,53","152,78"
12,1/5/21 12:15,"17 348,00","15 057,00","1 784,00","1 388,00","65,46","81,72","71,53","122,03"
12,1/5/21 12:30,"17 429,00","15 090,00","1 775,00","1 335,00","65,46","78,49","71,53","117,99"
12,1/5/21 12:45,"17 564,00","15 211,00","1 740,00","1 287,00","65,46","77,40","71,53","101,35"
13,1/5/21 13:00,"17 713,00","15 515,00","1 676,00","1 249,00","63,82","71,31","71,07","94,31"
13,1/5/21 13:15,"17 830,00","15 684,00","1 597,00","1 167,00","63,82","70,84","71,07","89,57"
13,1/5/21 13:30,"17 997,00","15 726,00","1 501,00","1 083,00","63,82","69,90","71,07","100,34"
13,1/5/21 13:45,"18 099,00","15 842,00","1 389,00","1 019,00","63,82","66,29","71,07","87,24"
14,1/5/21 14:00,"18 286,00","15 839,00","1 262,00","930,00","63,87","76,12","71,37","332,67"
14,1/5/21 14:15,"18 384,00","15 932,00","1 123,00","758,00","63,87","77,68","71,37","127,27"
14,1/5/21 14:30,"18 489,00","16 103,00","970,00","673,00","63,87","77,37","71,37","126,15"
14,1/5/21 14:45,"18 724,00","16 421,00","806,00","552,00","63,87","78,68","71,37","102,86"
15,1/5/21 15:00,"18 799,00","16 489,00","636,00","433,00","64,05","74,46","71,59","96,17"
15,1/5/21 15:15,"18 881,00","16 721,00","470,00","312,00","64,05","73,90","71,59","96,94"
15,1/5/21 15:30,"18 949,00","16 950,00","319,00","214,00","64,05","73,69","71,59","98,13"
15,1/5/21 15:45,"19 020,00","17 052,00","193,00","124,00","64,05","72,32","71,59","-1,36"
16,1/5/21 16:00,"19 095,00","17 081,00","96,00","53,00","64,26","65,36","70,85","85,30"
16,1/5/21 16:15,"19 160,00","17 165,00","32,00","14,00","64,26","70,06","70,85","92,14"
16,1/5/21 16:30,"19 226,00","17 131,00","5,00","2,00","64,26","71,38","70,85","90,03"
16,1/5/21 16:45,"19 285,00","16 956,00","0,00","0,00","64,26","77,45","70,85","90,21"
17,1/5/21 17:00,"19 344,00","16 983,00","0,00","0,00","67,14","65,72","74,74","22,26"
17,1/5/21 17:15,"19 364,00","17 005,00","0,00","0,00","67,14","80,75","74,74","14,11"
17,1/5/21 17:30,"19 380,00","16 972,00","0,00","0,00","67,14","74,98","74,74","90,01"
17,1/5/21 17:45,"19 393,00","16 904,00","0,00","0,00","67,14","73,91","74,74","178,29"
18,1/5/21 18:00,"19 405,00","16 998,00","0,00","0,00","61,61","71,65","73,58","85,94"
18,1/5/21 18:15,"19 356,00","17 049,00","0,00","0,00","61,61","67,93","73,58","65,93"
18,1/5/21 18:30,"19 313,00","17 122,00","0,00","0,00","61,61","68,93","73,58","73,74"
18,1/5/21 18:45,"19 301,00","17 035,00","0,00","0,00","61,61","70,02","73,58","116,77"
19,1/5/21 19:00,"19 264,00","17 083,00","0,00","0,00","59,16","75,40","68,65","16,20"
19,1/5/21 19:15,"19 193,00","16 915,00","0,00","0,00","59,16","72,40","68,65","38,03"
19,1/5/21 19:30,"19 086,00","16 463,00","0,00","0,00","59,16","63,99","68,65","14,43"
19,1/5/21 19:45,"18 956,00","16 327,00","0,00","0,00","59,16","48,62","68,65","46,91"
20,1/5/21 20:00,"18 822,00","16 020,00","0,00","0,00","59,26","69,15","62,70","63,29"
20,1/5/21 20:15,"18 680,00","16 025,00","0,00","0,00","59,26","66,83","62,70","-18,04"
20,1/5/21 20:30,"18 521,00","15 994,00","0,00","0,00","59,26","53,81","62,70","8,90"
20,1/5/21 20:45,"18 361,00","16 025,00","0,00","0,00","59,26","46,43","62,70","-1,55"
21,1/5/21 21:00,"18 199,00","15 953,00","0,00","0,00","53,62","63,22","58,83","114,95"
21,1/5/21 21:15,"18 073,00","15 866,00","0,00","0,00","53,62","63,79","58,83","34,02"
21,1/5/21 21:30,"17 946,00","15 761,00","0,00","0,00","53,62","50,21","58,83","14,95"
21,1/5/21 21:45,"17 825,00","15 693,00","0,00","0,00","53,62","44,25","58,83","9,93"
22,1/5/21 22:00,"17 452,00","15 541,00","0,00","0,00","53,86","60,99","57,78","144,39"
22,1/5/21 22:15,"17 373,00","15 538,00","0,00","0,00","53,86","57,01","57,78","93,28"
22,1/5/21 22:30,"17 295,00","15 545,00","0,00","0,00","53,86","48,84","57,78","77,44"
22,1/5/21 22:45,"17 215,00","15 530,00","0,00","0,00","53,86","43,78","57,78","74,32"
23,1/5/21 23:00,"17 135,00","15 691,00","0,00","0,00","47,99","60,89","53,67","95,85"
23,1/5/21 23:15,"17 114,00","15 521,00","0,00","0,00","47,99","57,84","53,67","75,07"
23,1/5/21 23:30,"17 055,00","15 614,00","0,00","0,00","47,99","47,97","53,67","94,51"
23,1/5/21 23:45,"17 000,00","15 530,00","0,00","0,00","47,99","44,12","53,67","12,95"
0,1/6/21 0:00,"16 632,00","15 579,00","0,00","0,00","44,41","36,77","50,94","-60,51"
0,1/6/21 0:15,"16 580,00","15 407,00","0,00","0,00","44,41","57,03","50,94","199,58"
0,1/6/21 0:30,"16 553,00","15 244,00","0,00","0,00","44,41","50,82","50,94","95,11"
0,1/6/21 0:45,"16 534,00","15 249,00","0,00","0,00","44,41","48,30","50,94","68,13"
1,1/6/21 1:00,"16 483,00","14 921,00","0,00","0,00","42,94","60,79","48,90","106,11"
1,1/6/21 1:15,"16 420,00","14 761,00","0,00","0,00","42,94","55,49","48,90","161,69"
1,1/6/21 1:30,"16 380,00","14 729,00","0,00","0,00","42,94","53,21","48,90","25,43"
1,1/6/21 1:45,"16 343,00","14 492,00","0,00","0,00","42,94","45,19","48,90","27,95"
2,1/6/21 2:00,"16 293,00","14 377,00","0,00","0,00","42,88","46,56","48,66","-8,62"
2,1/6/21 2:15,"16 198,00","14 180,00","0,00","0,00","42,88","47,14","48,66","-2,22"
2,1/6/21 2:30,"16 097,00","14 055,00","0,00","0,00","42,88","43,95","48,66","23,03"
2,1/6/21 2:45,"15 972,00","13 845,00","0,00","0,00","42,88","43,04","48,66","93,60"
3,1/6/21 3:00,"15 808,00","13 813,00","0,00","0,00","42,15","44,94","47,44","-57,36"
3,1/6/21 3:15,"15 773,00","13 741,00","0,00","0,00","42,15","44,08","47,44","15,66"
3,1/6/21 3:30,"15 752,00","13 703,00","0,00","0,00","42,15","46,50","47,44","77,89"
3,1/6/21 3:45,"15 722,00","13 727,00","0,00","0,00","42,15","45,56","47,44","93,60"
4,1/6/21 4:00,"15 667,00","13 593,00","0,00","0,00","43,23","36,21","46,10","11,22"
4,1/6/21 4:15,"15 596,00","13 741,00","0,00","0,00","43,23","46,79","46,10","26,90"
