hour,time,WindDayAheadForecastMW,WindIntradayForecastMW,PVDayAheadForecastMW,PVIntradayForecastMW,DayAheadPriceHourlyEURMWh,IntradayPricePriceQuarterHourlyEURMWh,IntradayPriceHourlyEURMWh,ImbalancePriceQuarterHourlyEURMWh
13,3/6/21 13:45,"10 402,00","12 064,00","22 404,00","22 422,00","37,62","38,94","39,14","49,12"
14,3/6/21 14:00,"10 502,00","12 100,00","21 428,00","21 473,00","36,90","28,34","36,76","11,44"
14,3/6/21 14:15,"10 602,00","11 812,00","20 351,00","20 449,00","36,90","37,48","36,76","49,66"
14,3/6/21 14:30,"10 662,00","12 024,00","19 158,00","19 183,00","36,90","38,82","36,76","-64,02"
14,3/6/21 14:45,"10 724,00","12 294,00","17 864,00","18 122,00","36,90","40,55","36,76","40,17"
15,3/6/21 15:00,"10 784,00","12 121,00","16 466,00","16 906,00","38,57","31,20","37,97","44,07"
15,3/6/21 15:15,"10 765,00","12 197,00","14 962,00","15 160,00","38,57","34,64","37,97","42,21"
15,3/6/21 15:30,"10 745,00","12 169,00","13 366,00","13 425,00","38,57","38,75","37,97","4,10"
15,3/6/21 15:45,"10 724,00","12 498,00","11 700,00","11 583,00","38,57","49,25","37,97","23,12"
16,3/6/21 16:00,"10 703,00","12 466,00","10 002,00","9 867,00","40,27","34,83","42,76","18,22"
16,3/6/21 16:15,"10 616,00","12 459,00","8 302,00","8 129,00","40,27","38,34","42,76","19,04"
16,3/6/21 16:30,"10 535,00","12 131,00","6 633,00","6 518,00","40,27","46,11","42,76","105,80"
16,3/6/21 16:45,"10 477,00","11 825,00","5 053,00","4 991,00","40,27","53,19","42,76","105,80"
17,3/6/21 17:00,"10 422,00","11 782,00","3 585,00","3 551,00","48,64","37,90","51,85","-28,14"
17,3/6/21 17:15,"10 576,00","11 767,00","2 260,00","2 237,00","48,64","45,33","51,85","11,05"
17,3/6/21 17:30,"10 748,00","11 682,00","1 160,00","1 147,00","48,64","54,43","51,85","20,40"
17,3/6/21 17:45,"10 924,00","11 714,00","420,00","414,00","48,64","59,73","51,85","35,49"
18,3/6/21 18:00,"11 130,00","11 883,00","84,00","74,00","56,02","49,62","55,85","0,39"
18,3/6/21 18:15,"11 362,00","12 077,00","3,00","2,00","56,02","53,30","55,85","-10,92"
18,3/6/21 18:30,"11 686,00","12 422,00","0,00","0,00","56,02","56,93","55,85","98,77"
18,3/6/21 18:45,"12 093,00","13 063,00","0,00","0,00","56,02","55,73","55,85","99,21"
19,3/6/21 19:00,"12 492,00","13 268,00","0,00","0,00","58,87","69,27","55,66","103,14"
19,3/6/21 19:15,"12 794,00","13 651,00","0,00","0,00","58,87","52,20","55,66","96,46"
19,3/6/21 19:30,"13 127,00","13 981,00","0,00","0,00","58,87","53,15","55,66","65,71"
19,3/6/21 19:45,"13 430,00","13 857,00","0,00","0,00","58,87","46,86","55,66","56,35"
20,3/6/21 20:00,"13 703,00","14 103,00","0,00","0,00","54,97","68,37","54,06","98,07"
20,3/6/21 20:15,"13 904,00","14 229,00","0,00","0,00","54,97","63,59","54,06","94,33"
20,3/6/21 20:30,"14 052,00","14 445,00","0,00","0,00","54,97","51,94","54,06","65,53"
20,3/6/21 20:45,"14 197,00","14 777,00","0,00","0,00","54,97","44,21","54,06","58,33"
21,3/6/21 21:00,"14 326,00","14 887,00","0,00","0,00","48,89","52,98","44,63","86,67"
21,3/6/21 21:15,"14 415,00","14 886,00","0,00","0,00","48,89","46,62","44,63","65,92"
21,3/6/21 21:30,"14 507,00","15 071,00","0,00","0,00","48,89","44,28","44,63","58,90"
21,3/6/21 21:45,"14 594,00","15 136,00","0,00","0,00","48,89","40,38","44,63","51,74"
22,3/6/21 22:00,"14 452,00","14 991,00","0,00","0,00","49,68","55,01","46,34","90,28"
22,3/6/21 22:15,"14 510,00","15 035,00","0,00","0,00","49,68","54,98","46,34","-11,56"
22,3/6/21 22:30,"14 565,00","15 073,00","0,00","0,00","49,68","49,60","46,34","32,73"
22,3/6/21 22:45,"14 608,00","15 178,00","0,00","0,00","49,68","38,05","46,34","22,95"
23,3/6/21 23:00,"14 662,00","15 334,00","0,00","0,00","45,03","50,63","41,44","37,00"
23,3/6/21 23:15,"14 681,00","15 662,00","0,00","0,00","45,03","42,85","41,44","33,18"
23,3/6/21 23:30,"14 710,00","15 717,00","0,00","0,00","45,03","39,64","41,44","99,43"
23,3/6/21 23:45,"14 754,00","15 373,00","0,00","0,00","45,03","32,12","41,44","17,89"
0,3/7/21 0:00,"15 122,00","15 217,00","0,00","0,00","45,25","57,54","46,93","3,66"
0,3/7/21 0:15,"15 105,00","15 237,00","0,00","0,00","45,25","48,00","46,93","-6,47"
0,3/7/21 0:30,"15 092,00","15 297,00","0,00","0,00","45,25","47,27","46,93","-25,00"
0,3/7/21 0:45,"15 161,00","15 442,00","0,00","0,00","45,25","36,97","46,93","-22,21"
1,3/7/21 1:00,"15 135,00","15 686,00","0,00","0,00","41,75","41,91","43,83","23,03"
1,3/7/21 1:15,"15 128,00","16 319,00","0,00","0,00","41,75","40,94","43,83","26,13"
1,3/7/21 1:30,"15 115,00","16 062,00","0,00","0,00","41,75","35,67","43,83","26,09"
1,3/7/21 1:45,"15 100,00","15 980,00","0,00","0,00","41,75","32,21","43,83","18,13"
2,3/7/21 2:00,"15 084,00","15 873,00","0,00","0,00","41,65","44,72","42,69","95,66"
2,3/7/21 2:15,"15 065,00","15 551,00","0,00","0,00","41,65","46,76","42,69","72,48"
2,3/7/21 2:30,"15 044,00","15 588,00","0,00","0,00","41,65","42,31","42,69","58,09"
2,3/7/21 2:45,"15 007,00","15 829,00","0,00","0,00","41,65","42,47","42,69","52,79"
3,3/7/21 3:00,"14 972,00","15 775,00","0,00","0,00","43,44","52,06","43,81","16,68"
3,3/7/21 3:15,"14 905,00","15 698,00","0,00","0,00","43,44","46,88","43,81","8,95"
3,3/7/21 3:30,"14 837,00","15 716,00","0,00","0,00","43,44","44,69","43,81","57,84"
3,3/7/21 3:45,"14 778,00","15 527,00","0,00","0,00","43,44","43,34","43,81","46,03"
4,3/7/21 4:00,"14 721,00","15 463,00","0,00","0,00","42,13","41,25","42,56","24,20"
4,3/7/21 4:15,"14 672,00","15 075,00","0,00","0,00","42,13","39,03","42,56","15,25"
4,3/7/21 4:30,"14 625,00","14 953,00","0,00","0,00","42,13","45,50","42,56","12,27"
4,3/7/21 4:45,"14 573,00","15 033,00","0,00","0,00","42,13","44,27","42,56","-2,22"
5,3/7/21 5:00,"14 518,00","14 959,00","0,00","0,00","43,85","47,45","45,12","-9,55"
5,3/7/21 5:15,"14 557,00","15 201,00","0,00","0,00","43,85","39,25","45,12","-0,78"
5,3/7/21 5:30,"14 528,00","15 180,00","0,00","0,00","43,85","41,56","45,12","25,20"
5,3/7/21 5:45,"14 498,00","15 338,00","0,00","0,00","43,85","37,20","45,12","4,48"
6,3/7/21 6:00,"14 707,00","15 812,00","0,00","0,00","45,24","36,39","42,92","96,80"
6,3/7/21 6:15,"14 586,00","16 071,00","0,00","0,00","45,24","41,51","42,92","64,92"
6,3/7/21 6:30,"14 435,00","15 934,00","4,00","4,00","45,24","42,00","42,92","76,15"
6,3/7/21 6:45,"14 228,00","15 543,00","79,00","105,00","45,24","43,06","42,92","88,88"
7,3/7/21 7:00,"13 988,00","15 419,00","447,00","554,00","44,37","46,05","41,26","64,91"
7,3/7/21 7:15,"13 778,00","15 323,00","1 387,00","1 561,00","44,37","47,29","41,26","65,62"
7,3/7/21 7:30,"13 567,00","15 239,00","2 602,00","2 874,00","44,37","44,07","41,26","72,01"
7,3/7/21 7:45,"13 386,00","15 115,00","3 941,00","4 189,00","44,37","43,02","41,26","54,35"
8,3/7/21 8:00,"13 201,00","15 017,00","5 351,00","5 547,00","39,58","49,88","38,18","69,18"
8,3/7/21 8:15,"13 079,00","15 196,00","6 801,00","7 012,00","39,58","47,38","38,18","60,61"
8,3/7/21 8:30,"12 959,00","15 054,00","8 315,00","8 529,00","39,58","34,43","38,18","51,76"
8,3/7/21 8:45,"12 834,00","15 066,00","9 826,00","9 935,00","39,58","29,39","38,18","47,23"
9,3/7/21 9:00,"12 709,00","15 210,00","11 341,00","11 438,00","37,58","51,18","35,13","-12,57"
9,3/7/21 9:15,"12 935,00","15 923,00","12 805,00","12 918,00","37,58","39,21","35,13","9,81"
9,3/7/21 9:30,"13 163,00","16 270,00","14 148,00","14 082,00","37,58","30,72","35,13","79,14"
9,3/7/21 9:45,"13 377,00","17 520,00","15 304,00","15 063,00","37,58","19,17","35,13","80,85"
10,3/7/21 10:00,"13 583,00","17 846,00","16 374,00","16 001,00","38,13","41,42","31,32","180,76"
10,3/7/21 10:15,"13 782,00","18 525,00","17 299,00","17 041,00","38,13","35,83","31,32","130,95"
10,3/7/21 10:30,"13 980,00","18 621,00","18 128,00","17 865,00","38,13","30,14","31,32","80,76"
10,3/7/21 10:45,"14 161,00","18 410,00","18 721,00","18 564,00","38,13","33,46","31,32","38,93"
11,3/7/21 11:00,"14 332,00","18 375,00","19 195,00","19 211,00","38,79","38,91","34,98","48,47"
11,3/7/21 11:15,"14 283,00","18 489,00","19 565,00","19 447,00","38,79","40,11","34,98","16,54"
11,3/7/21 11:30,"14 225,00","18 343,00","19 816,00","19 942,00","38,79","38,10","34,98","12,85"
11,3/7/21 11:45,"14 169,00","18 100,00","19 959,00","20 099,00","38,79","34,49","34,98","1,50"
12,3/7/21 12:00,"14 111,00","17 944,00","20 017,00","19 977,00","38,55","43,53","33,46","-3,07"
12,3/7/21 12:15,"13 964,00","18 120,00","19 978,00","20 170,00","38,55","39,44","33,46","-6,32"
12,3/7/21 12:30,"13 788,00","18 155,00","19 843,00","19 965,00","38,55","29,11","33,46","-5,25"
12,3/7/21 12:45,"13 586,00","18 392,00","19 624,00","19 750,00","38,55","17,49","33,46","-8,98"
13,3/7/21 13:00,"13 405,00","18 278,00","19 279,00","19 800,00","37,52","24,48","25,55","0,48"
13,3/7/21 13:15,"13 254,00","18 692,00","18 840,00","19 095,00","37,52","18,09","25,55","-39,27"
13,3/7/21 13:30,"13 118,00","18 709,00","18 411,00","18 888,00","37,52","3,69","25,55","-16,24"
13,3/7/21 13:45,"12 990,00","18 497,00","17 813,00","18 230,00","37,52","0,60","25,55","-14,84"
14,3/7/21 14:00,"12 832,00","18 333,00","17 120,00","17 858,00","38,11","2,20","27,95","17,32"
14,3/7/21 14:15,"12 662,00","18 094,00","16 322,00","16 906,00","38,11","25,66","27,95","55,40"
14,3/7/21 14:30,"12 460,00","17 647,00","15 428,00","16 042,00","38,11","35,13","27,95","61,64"
14,3/7/21 14:45,"12 254,00","17 472,00","14 442,00","14 702,00","38,11","44,00","27,95","86,39"
15,3/7/21 15:00,"12 045,00","16 894,00","13 362,00","13 649,00","40,00","6,76","31,35","-16,79"
15,3/7/21 15:15,"11 817,00","17 213,00","12 190,00","12 629,00","40,00","33,97","31,35","-13,43"
15,3/7/21 15:30,"11 589,00","16 864,00","10 932,00","11 384,00","40,00","37,02","31,35","-0,76"
15,3/7/21 15:45,"11 350,00","16 437,00","9 618,00","9 899,00","40,00","44,41","31,35","-2,62"
16,3/7/21 16:00,"11 110,00","16 102,00","8 264,00","8 550,00","42,40","14,81","36,86","15,92"
16,3/7/21 16:15,"10 860,00","15 775,00","6 891,00","7 125,00","42,40","38,03","36,86","21,87"
16,3/7/21 16:30,"10 613,00","15 358,00","5 541,00","5 467,00","42,40","45,65","36,86","75,01"
16,3/7/21 16:45,"10 351,00","15 308,00","4 239,00","4 204,00","42,40","46,59","36,86","14,94"
17,3/7/21 17:00,"10 090,00","15 083,00","3 029,00","2 994,00","47,67","25,04","41,51","-6,70"
17,3/7/21 17:15,"9 963,00","14 849,00","1 931,00","1 891,00","47,67","38,96","41,51","53,18"
17,3/7/21 17:30,"9 886,00","14 666,00","1 033,00","951,00","47,67","44,92","41,51","154,92"
17,3/7/21 17:45,"9 788,00","14 062,00","397,00","355,00","47,67","55,75","41,51","-83,88"
18,3/7/21 18:00,"9 714,00","13 772,00","89,00","80,00","55,84","42,71","50,97","-30,89"
18,3/7/21 18:15,"9 679,00","13 641,00","5,00","4,00","55,84","47,26","50,97","-37,62"
18,3/7/21 18:30,"9 724,00","13 244,00","0,00","0,00","55,84","49,63","50,97","106,71"
18,3/7/21 18:45,"9 833,00","12 759,00","0,00","0,00","55,84","57,01","50,97","106,68"
19,3/7/21 19:00,"9 930,00","12 559,00","0,00","0,00","60,91","66,32","53,31","75,17"
19,3/7/21 19:15,"9 937,00","12 403,00","0,00","0,00","60,91","53,22","53,31","58,28"
19,3/7/21 19:30,"9 905,00","12 239,00","0,00","0,00","60,91","48,11","53,31","99,80"
19,3/7/21 19:45,"9 851,00","12 074,00","0,00","0,00","60,91","47,04","53,31","27,19"
20,3/7/21 20:00,"9 767,00","11 877,00","0,00","0,00","56,77","66,01","51,61","-16,67"
20,3/7/21 20:15,"9 694,00","11 464,00","0,00","0,00","56,77","54,75","51,61","-23,87"
20,3/7/21 20:30,"9 588,00","11 415,00","0,00","0,00","56,77","44,46","51,61","46,39"
20,3/7/21 20:45,"9 476,00","11 157,00","0,00","0,00","56,77","37,18","51,61","13,49"
21,3/7/21 21:00,"9 366,00","11 015,00","0,00","0,00","54,27","50,35","47,43","161,31"
21,3/7/21 21:15,"9 205,00","10 963,00","0,00","0,00","54,27","45,38","47,43","21,33"
21,3/7/21 21:30,"9 046,00","11 022,00","0,00","0,00","54,27","44,89","47,43","23,75"
21,3/7/21 21:45,"8 882,00","10 570,00","0,00","0,00","54,27","41,96","47,43","42,29"
22,3/7/21 22:00,"8 666,00","10 308,00","0,00","0,00","53,00","56,20","50,38","153,74"
22,3/7/21 22:15,"8 455,00","10 056,00","0,00","0,00","53,00","51,97","50,38","57,21"
22,3/7/21 22:30,"8 244,00","9 813,00","0,00","0,00","53,00","49,59","50,38","51,92"
22,3/7/21 22:45,"8 033,00","9 535,00","0,00","0,00","53,00","39,94","50,38","44,12"
23,3/7/21 23:00,"7 820,00","9 272,00","0,00","0,00","48,99","55,89","45,52","-21,09"
23,3/7/21 23:15,"7 645,00","8 763,00","0,00","0,00","48,99","48,20","45,52","21,11"
23,3/7/21 23:30,"7 471,00","8 549,00","0,00","0,00","48,99","44,79","45,52","47,28"
23,3/7/21 23:45,"7 299,00","8 368,00","0,00","0,00","48,99","32,12","45,52","38,98"
0,3/8/21 0:00,"7 479,00","7 999,00","0,00","0,00","47,30","51,20","41,37","27,11"
0,3/8/21 0:15,"7 268,00","7 692,00","0,00","0,00","47,30","42,50","41,37","9,15"
0,3/8/21 0:30,"7 067,00","7 379,00","0,00","0,00","47,30","36,45","41,37","8,12"
0,3/8/21 0:45,"6 874,00","7 081,00","0,00","0,00","47,30","34,33","41,37","43,40"
1,3/8/21 1:00,"6 667,00","6 913,00","0,00","0,00","45,50","43,37","40,95","79,03"
1,3/8/21 1:15,"6 475,00","6 608,00","0,00","0,00","45,50","37,62","40,95","56,88"
1,3/8/21 1:30,"6 280,00","6 397,00","0,00","0,00","45,50","44,29","40,95","53,31"
1,3/8/21 1:45,"6 082,00","6 070,00","0,00","0,00","45,50","45,29","40,95","52,94"
2,3/8/21 2:00,"5 890,00","5 808,00","0,00","0,00","44,48","39,51","41,27","132,46"
2,3/8/21 2:15,"5 706,00","5 492,00","0,00","0,00","44,48","45,89","41,27","94,19"
2,3/8/21 2:30,"5 527,00","5 284,00","0,00","0,00","44,48","42,05","41,27","77,17"
2,3/8/21 2:45,"5 351,00","4 942,00","0,00","0,00","44,48","47,70","41,27","92,43"
3,3/8/21 3:00,"5 172,00","4 802,00","0,00","0,00","43,02","41,87","42,24","33,05"
3,3/8/21 3:15,"4 995,00","4 563,00","0,00","0,00","43,02","46,38","42,24","20,70"
3,3/8/21 3:30,"4 835,00","4 377,00","0,00","0,00","43,02","41,26","42,24","22,29"
3,3/8/21 3:45,"4 669,00","4 203,00","0,00","0,00","43,02","52,49","42,24","11,13"
4,3/8/21 4:00,"4 493,00","3 983,00","0,00","0,00","45,00","38,20","42,87","7,09"
4,3/8/21 4:15,"4 304,00","3 806,00","0,00","0,00","45,00","36,78","42,87","-0,47"
4,3/8/21 4:30,"4 121,00","3 641,00","0,00","0,00","45,00","38,47","42,87","72,80"
4,3/8/21 4:45,"3 939,00","3 581,00","0,00","0,00","45,00","49,47","42,87","65,06"
5,3/8/21 5:00,"3 754,00","3 511,00","0,00","0,00","50,06","38,39","45,15","47,49"
5,3/8/21 5:15,"3 592,00","3 428,00","0,00","0,00","50,06","40,49","45,15","45,69"
5,3/8/21 5:30,"3 422,00","3 262,00","0,00","0,00","50,06","49,02","45,15","56,79"
5,3/8/21 5:45,"3 252,00","3 169,00","0,00","0,00","50,06","55,81","45,15","23,20"
6,3/8/21 6:00,"3 101,00","3 037,00","0,00","0,00","63,92","35,12","61,36","194,18"
6,3/8/21 6:15,"2 933,00","2 927,00","0,00","0,00","63,92","67,88","61,36","79,87"
6,3/8/21 6:30,"2 763,00","2 856,00","11,00","11,00","63,92","58,93","61,36","130,80"
6,3/8/21 6:45,"2 565,00","2 708,00","129,00","156,00","63,92","71,85","61,36","38,32"
7,3/8/21 7:00,"2 371,00","2 631,00","572,00","688,00","79,27","74,26","75,54","130,80"
7,3/8/21 7:15,"2 216,00","2 488,00","1 485,00","1 711,00","79,27","82,44","75,54","95,91"
7,3/8/21 7:30,"2 099,00","2 524,00","2 636,00","2 957,00","79,27","75,73","75,54","90,36"
7,3/8/21 7:45,"1 976,00","2 473,00","4 009,00","4 371,00","79,27","65,05","75,54","94,24"
8,3/8/21 8:00,"1 850,00","2 364,00","5 419,00","5 736,00","86,66","92,06","78,00","32,35"
8,3/8/21 8:15,"1 722,00","2 189,00","6 901,00","7 152,00","86,66","70,80","78,00","107,14"
8,3/8/21 8:30,"1 578,00","1 856,00","8 434,00","8 683,00","86,66","68,92","78,00","110,80"
8,3/8/21 8:45,"1 433,00","1 693,00","9 980,00","10 437,00","86,66","52,39","78,00","61,50"
9,3/8/21 9:00,"1 271,00","1 535,00","11 516,00","12 228,00","67,90","68,95","54,28","65,65"
9,3/8/21 9:15,"1 220,00","1 533,00","13 033,00","14 001,00","67,90","49,19","54,28","68,20"
9,3/8/21 9:30,"1 164,00","1 451,00","14 486,00","15 503,00","67,90","51,85","54,28","76,19"
9,3/8/21 9:45,"1 107,00","1 337,00","15 854,00","16 842,00","67,90","46,58","54,28","72,09"
10,3/8/21 10:00,"1 047,00","1 274,00","17 094,00","18 089,00","59,34","67,56","51,86","87,39"
10,3/8/21 10:15,"1 042,00","1 196,00","18 249,00","18 892,00","59,34","51,02","51,86","69,02"
10,3/8/21 10:30,"1 037,00","1 083,00","19 283,00","20 124,00","59,34","51,18","51,86","62,13"
10,3/8/21 10:45,"1 032,00","1 114,00","20 163,00","21 133,00","59,34","51,00","51,86","25,75"
11,3/8/21 11:00,"1 027,00","1 034,00","20 918,00","21 786,00","57,73","57,86","50,95","24,79"
11,3/8/21 11:15,"1 033,00","1 055,00","21 537,00","22 699,00","57,73","47,89","50,95","24,84"
11,3/8/21 11:30,"1 038,00","1 059,00","21 991,00","23 523,00","57,73","48,10","50,95","75,83"
11,3/8/21 11:45,"1 043,00","1 107,00","22 234,00","23 802,00","57,73","39,53","50,95","43,82"
12,3/8/21 12:00,"1 049,00","1 117,00","22 329,00","23 786,00","55,77","53,30","49,82","80,42"
12,3/8/21 12:15,"1 055,00","1 188,00","22 289,00","23 779,00","55,77","47,14","49,82","29,11"
12,3/8/21 12:30,"1 064,00","1 157,00","22 113,00","23 636,00","55,77","51,78","49,82","17,36"
12,3/8/21 12:45,"1 064,00","1 204,00","21 813,00","23 487,00","55,77","51,34","49,82","28,54"
13,3/8/21 13:00,"1 067,00","1 157,00","21 405,00","23 359,00","54,48","43,47","49,15","67,32"
13,3/8/21 13:15,"1 070,00","1 195,00","20 887,00","22 862,00","54,48","47,32","49,15","56,18"
13,3/8/21 13:30,"1 075,00","1 152,00","20 275,00","21 947,00","54,48","47,62","49,15","74,47"
13,3/8/21 13:45,"1 085,00","1 081,00","19 570,00","21 172,00","54,48","55,09","49,15","72,97"
14,3/8/21 14:00,"1 098,00","1 056,00","18 757,00","20 301,00","54,15","36,26","47,39","83,64"
14,3/8/21 14:15,"1 111,00","1 084,00","17 835,00","19 315,00","54,15","41,79","47,39","74,79"
14,3/8/21 14:30,"1 128,00","1 094,00","16 836,00","18 268,00","54,15","50,14","47,39","70,10"
14,3/8/21 14:45,"1 147,00","1 057,00","15 731,00","17 027,00","54,15","64,93","47,39","74,87"
15,3/8/21 15:00,"1 166,00","1 030,00","14 542,00","15 594,00","55,41","39,64","50,56","61,10"
15,3/8/21 15:15,"1 204,00","1 013,00","13 223,00","14 008,00","55,41","50,38","50,56","66,17"
15,3/8/21 15:30,"1 242,00","1 026,00","11 842,00","12 489,00","55,41","52,01","50,56","72,80"
15,3/8/21 15:45,"1 280,00","1 106,00","10 418,00","11 061,00","55,41","64,55","50,56","93,14"
16,3/8/21 16:00,"1 320,00","1 157,00","8 950,00","9 414,00","58,64","39,75","53,51","42,05"
16,3/8/21 16:15,"1 393,00","1 275,00","7 483,00","8 015,00","58,64","51,51","53,51","57,79"
16,3/8/21 16:30,"1 466,00","1 431,00","6 020,00","6 231,00","58,64","54,71","53,51","131,07"
16,3/8/21 16:45,"1 538,00","1 591,00","4 608,00","4 809,00","58,64","67,66","53,51","139,33"
17,3/8/21 17:00,"1 609,00","1 681,00","3 287,00","3 393,00","70,00","52,60","64,64","18,18"
17,3/8/21 17:15,"1 749,00","1 817,00","2 083,00","2 095,00","70,00","66,23","64,64","87,23"
17,3/8/21 17:30,"1 895,00","2 093,00","1 084,00","1 055,00","70,00","63,08","64,64","-4,26"
17,3/8/21 17:45,"2 036,00","2 356,00","418,00","389,00","70,00","80,62","64,64","37,04"
18,3/8/21 18:00,"2 188,00","2 670,00","96,00","85,00","100,87","58,03","88,32","28,44"
18,3/8/21 18:15,"2 350,00","2 867,00","6,00","5,00","100,87","73,30","88,32","45,18"
18,3/8/21 18:30,"2 560,00","3 264,00","0,00","0,00","100,87","89,61","88,32","14,28"
18,3/8/21 18:45,"2 776,00","3 631,00","0,00","0,00","100,87","97,53","88,32","105,35"
19,3/8/21 19:00,"2 991,00","4 043,00","0,00","0,00","103,71","121,20","83,00","121,91"
19,3/8/21 19:15,"3 194,00","4 318,00","0,00","0,00","103,71","65,80","83,00","29,78"
19,3/8/21 19:30,"3 387,00","4 601,00","0,00","0,00","103,71","67,76","83,00","28,44"
19,3/8/21 19:45,"3 575,00","4 864,00","0,00","0,00","103,71","51,23","83,00","26,70"
20,3/8/21 20:00,"3 775,00","5 136,00","0,00","0,00","66,18","74,13","55,47","172,91"
20,3/8/21 20:15,"3 975,00","5 324,00","0,00","0,00","66,18","51,16","55,47","-15,49"
20,3/8/21 20:30,"4 184,00","5 563,00","0,00","0,00","66,18","50,79","55,47","-16,57"
20,3/8/21 20:45,"4 384,00","5 774,00","0,00","0,00","66,18","46,80","55,47","52,87"
21,3/8/21 21:00,"4 572,00","6 003,00","0,00","0,00","59,16","59,93","51,97","92,88"
21,3/8/21 21:15,"4 779,00","6 090,00","0,00","0,00","59,16","54,05","51,97","95,79"
21,3/8/21 21:30,"4 988,00","6 208,00","0,00","0,00","59,16","48,98","51,97","70,62"
21,3/8/21 21:45,"5 192,00","6 369,00","0,00","0,00","59,16","46,09","51,97","62,36"
22,3/8/21 22:00,"5 371,00","6 508,00","0,00","0,00","56,87","65,90","50,60","112,73"
22,3/8/21 22:15,"5 470,00","6 438,00","0,00","0,00","56,87","55,82","50,60","83,37"
22,3/8/21 22:30,"5 559,00","6 581,00","0,00","0,00","56,87","50,82","50,60","71,74"
22,3/8/21 22:45,"5 651,00","6 687,00","0,00","0,00","56,87","40,47","50,60","75,00"
23,3/8/21 23:00,"5 740,00","6 773,00","0,00","0,00","53,14","60,31","47,54","83,59"
23,3/8/21 23:15,"5 791,00","6 759,00","0,00","0,00","53,14","58,61","47,54","96,12"
23,3/8/21 23:30,"5 839,00","6 758,00","0,00","0,00","53,14","48,53","47,54","19,13"
23,3/8/21 23:45,"5 890,00","6 646,00","0,00","0,00","53,14","42,79","47,54","66,03"
0,3/9/21 0:00,"7 427,00","6 730,00","0,00","0,00","47,52","64,34","56,06","85,87"
0,3/9/21 0:15,"7 530,00","6 726,00","0,00","0,00","47,52","65,81","56,06","82,81"
0,3/9/21 0:30,"7 629,00","6 736,00","0,00","0,00","47,52","55,24","56,06","74,22"
0,3/9/21 0:45,"7 719,00","6 347,00","0,00","0,00","47,52","51,50","56,06","15,54"
1,3/9/21 1:00,"7 798,00","6 412,00","0,00","0,00","46,66","61,09","51,58","31,39"
1,3/9/21 1:15,"7 834,00","6 502,00","0,00","0,00","46,66","51,99","51,58","12,27"
1,3/9/21 1:30,"7 875,00","6 497,00","0,00","0,00","46,66","48,04","51,58","94,80"
1,3/9/21 1:45,"7 920,00","6 790,00","0,00","0,00","46,66","47,70","51,58","-55,79"
2,3/9/21 2:00,"7 967,00","6 829,00","0,00","0,00","43,77","53,75","48,48","29,40"
2,3/9/21 2:15,"7 950,00","6 888,00","0,00","0,00","43,77","52,57","48,48","29,34"
2,3/9/21 2:30,"7 922,00","6 887,00","0,00","0,00","43,77","46,06","48,48","31,77"
2,3/9/21 2:45,"7 819,00","6 937,00","0,00","0,00","43,77","45,81","48,48","21,50"
3,3/9/21 3:00,"7 787,00","6 895,00","0,00","0,00","43,09","49,20","48,94","89,21"
3,3/9/21 3:15,"7 746,00","6 795,00","0,00","0,00","43,09","49,09","48,94","88,82"
3,3/9/21 3:30,"7 700,00","6 615,00","0,00","0,00","43,09","48,58","48,94","87,90"
3,3/9/21 3:45,"7 692,00","6 395,00","0,00","0,00","43,09","57,19","48,94","87,10"
4,3/9/21 4:00,"7 622,00","6 122,00","0,00","0,00","43,59","46,61","52,24","92,30"
4,3/9/21 4:15,"7 540,00","5 843,00","0,00","0,00","43,59","51,31","52,24","120,99"
4,3/9/21 4:30,"7 456,00","5 693,00","0,00","0,00","43,59","62,24","52,24","98,68"
4,3/9/21 4:45,"7 374,00","5 663,00","0,00","0,00","43,59","63,99","52,24","107,15"
5,3/9/21 5:00,"7 292,00","5 618,00","0,00","0,00","48,26","51,25","60,08","58,99"
5,3/9/21 5:15,"7 271,00","5 642,00","0,00","0,00","48,26","54,22","60,08","73,06"
5,3/9/21 5:30,"7 244,00","5 547,00","0,00","0,00","48,26","63,54","60,08","106,38"
5,3/9/21 5:45,"7 218,00","5 502,00","0,00","0,00","48,26","69,64","60,08","-12,20"
6,3/9/21 6:00,"7 239,00","5 516,00","0,00","0,00","61,70","42,66","69,33","179,72"
6,3/9/21 6:15,"7 223,00","5 577,00","0,00","0,00","61,70","66,06","69,33","-19,03"
6,3/9/21 6:30,"7 189,00","5 599,00","14,00","17,00","61,70","73,83","69,33","35,36"
6,3/9/21 6:45,"7 118,00","5 680,00","150,00","175,00","61,70","77,87","69,33","25,57"
7,3/9/21 7:00,"7 014,00","5 673,00","579,00","627,00","73,40","61,55","77,37","43,73"
7,3/9/21 7:15,"6 948,00","5 666,00","1 230,00","1 315,00","73,40","75,98","77,37","48,85"
7,3/9/21 7:30,"6 882,00","5 674,00","2 036,00","2 165,00","73,40","69,92","77,37","47,21"
7,3/9/21 7:45,"6 823,00","5 622,00","2 929,00","3 111,00","73,40","72,82","77,37","44,46"
8,3/9/21 8:00,"6 677,00","5 555,00","3 855,00","4 056,00","81,35","97,77","86,18","43,47"
8,3/9/21 8:15,"6 547,00","5 433,00","4 787,00","5 085,00","81,35","83,24","86,18","51,41"
8,3/9/21 8:30,"6 328,00","5 293,00","5 719,00","6 195,00","81,35","72,35","86,18","44,35"
